,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
54,2004-10-12 05:40:57,1097584857.0,aapl,0.0,38.59,5.293315143246944,1121.839966,-0.8213060354631808,6.114621178710125,outperform
55,2004-12-04 14:16:51,1102198611.0,aapl,0.0,62.68,71.0231923601637,1191.369995,5.325646895910964,65.69754546425274,outperform
56,2005-01-26 15:16:47,1106781407.0,aapl,0.0,71.94,96.28922237380628,1174.069946,3.7961985634003312,92.49302381040596,outperform
57,2005-02-04 03:07:08,1107515228.0,aapl,0.0,77.81,112.30559345156892,1203.030029,6.356477476698183,105.94911597487074,outperform
58,2005-03-01 10:36:03,1109702163.0,aapl,0.0,44.86,22.40109140518418,1210.410034,7.00892281608249,15.39216858910169,outperform
59,2005-12-17 11:55:53,1134849353.0,aapl,0.0,71.11,94.02455661664393,1272.73999,12.519337686564159,81.50521893007978,outperform
60,2006-01-25 09:43:52,1138211032.0,aapl,0.0,76.04,107.4761255115962,1264.680054,11.806781573263981,95.66934393833222,outperform
61,2006-02-03 13:49:59,1139003399.0,aapl,0.0,72.1,96.72578444747612,1264.030029,11.749314704104242,84.97646974337188,outperform
62,2006-02-07 09:17:30,1139332650.0,aapl,0.0,67.3,83.62892223738064,1254.780029,10.931548403227092,72.69737383415354,outperform
63,2006-02-17 15:01:01,1140217261.0,aapl,0.0,70.21,91.56889495225101,1287.23999,13.801241617668877,77.76765333458214,outperform
64,2007-02-17 21:52:03,1171777923.0,aapl,0.0,84.83,131.45975443383358,1455.300049,28.65895543103376,102.80079900279982,outperform
65,2007-02-19 17:27:55,1171934875.0,aapl,0.0,84.83,131.45975443383358,1455.540039,28.680172267201065,102.77958216663251,outperform
66,2008-01-23 06:28:45,1201098525.0,aapl,0.0,155.64,324.6657571623465,1338.599976,18.3418325111091,306.3239246512374,outperform
67,2008-10-27 05:55:02,1225112102.0,aapl,0.0,96.38,162.97407912687584,848.919983,-24.949388730962006,187.92346785783784,outperform
68,2008-10-29 21:14:51,1225340091.0,aapl,0.0,104.55,185.2660300136426,930.090027,-17.77337504189008,203.03940505553268,outperform
69,2008-10-31 22:34:03,1225517643.0,aapl,0.0,107.59,193.56070941336972,968.75,-14.355556327055439,207.91626574042516,outperform
70,2008-12-03 23:41:54,1228376514.0,aapl,0.0,95.9,161.66439290586635,870.73999,-23.020343713718386,184.68473661958473,outperform
71,2008-12-07 14:27:24,1228688844.0,aapl,0.0,94.0,156.48021828103685,845.2199710000001,-25.27649631219887,181.75671459323573,outperform
72,2008-12-16 01:57:34,1229421454.0,aapl,0.0,94.75,158.52660300136426,913.179993,-19.26834325290487,177.79494625426912,outperform
73,2008-12-17 02:12:01,1229508721.0,aapl,0.0,95.43,160.38199181446114,904.419983,-20.04279092569912,180.42478274016025,outperform
74,2009-01-01 01:31:55,1230802315.0,aapl,0.0,85.35,132.87858117326056,869.419983,-23.137041793882922,156.01562296714349,outperform
75,2009-01-12 07:25:12,1231773912.0,aapl,0.0,90.58,147.1487039563438,870.26001,-23.06277738605299,170.2114813423968,outperform
76,2009-10-22 17:48:46,1256258926.0,aapl,0.0,204.211,457.1923601637108,1092.910034,-3.37891938424885,460.57127954795965,outperform
77,2009-11-12 14:53:38,1258066418.0,aapl,0.0,204.096,456.87858117326056,1087.23999,-3.88019191481,460.75877308807054,outperform
78,2011-05-22 15:41:19,1306104079.0,aapl,0.0,335.22,814.6521145975445,1343.599976,18.783868349421073,795.8682462481235,outperform
79,2011-09-02 04:10:00,1314961800.0,aapl,0.0,381.03,939.6452933151434,1173.969971,3.7873600568132755,935.85793325833,outperform
80,2011-09-24 00:15:37,1316848537.0,aapl,0.0,404.3,1003.1377899045023,1166.76001,3.1499478258469487,999.9878420786553,outperform
81,2011-09-24 05:43:35,1316868215.0,aapl,0.0,404.3,1003.1377899045023,1166.76001,3.1499478258469487,999.9878420786553,outperform
82,2011-10-08 05:59:01,1318078741.0,aapl,0.0,369.8,909.0040927694408,1144.030029,1.1404545846169143,907.8636381848239,outperform
83,2011-10-14 06:15:31,1318598131.0,aapl,0.0,408.43,1014.4065484311051,1224.579956,8.261645486099544,1006.1449029450056,outperform
84,2011-11-03 17:19:46,1320365986.0,aapl,0.0,399.21,989.24965893588,1261.150024,11.494701619200708,977.7549573166793,outperform
85,2012-01-08 08:59:52,1326041992.0,aapl,0.0,422.4,1052.5238744884039,1281.060059,13.254891421609837,1039.2689830667941,outperform
86,2012-05-15 15:13:11,1337119991.0,aapl,0.0,559.26,1425.948158253752,1330.660034,17.639884727485416,1408.3082735262665,outperform
87,2012-09-23 15:53:29,1348440809.0,aapl,0.0,700.09,1810.204638472033,1460.26001,29.0974515347597,1781.1071869372731,outperform
88,2012-10-11 20:20:07,1350012007.0,aapl,0.0,628.1,1613.778990450205,1432.839966,26.673323107541474,1587.1056673426635,outperform
89,2012-10-21 05:19:34,1350821974.0,aapl,0.0,609.84,1563.9563437926333,1457.339966,28.839298715270132,1535.1170450773632,outperform
90,2013-01-20 19:31:49,1358739109.0,aapl,0.0,500.0,1264.256480218281,1480.939941,30.92570566192346,1233.3307745563575,outperform
91,2013-04-23 03:01:29,1366711289.0,aapl,0.0,398.67,987.7762619372444,1578.780029,39.57547072584288,948.2007912114016,outperform
92,2013-05-16 23:28:32,1368772112.0,aapl,0.0,434.58,1085.7571623465212,1650.469971,45.9133754479442,1039.843786898577,outperform
93,2013-08-11 02:30:32,1376213432.0,aapl,13.75,454.45,1139.9727148703957,1697.47998,50.06939719541788,1089.9033176749779,outperform
94,2013-06-19 09:57:38,1371661058.0,abbv,512.61,43.54,18.799454297407912,1628.930054,44.00909239429114,-25.209638096883225,underperform
95,2003-10-26 16:06:32,1067209592.0,abc,0.592,57.01,55.5525238744884,1033.77002,-8.607320517503208,64.15984439199161,outperform
96,2004-01-28 07:37:34,1075304254.0,abc,0.429,56.36,53.778990450204645,1128.47998,-0.23428120448452908,54.01327165468918,outperform
97,2004-05-16 19:24:15,1084760655.0,abc,0.412,58.97,60.90040927694407,1096.439941,-3.066850304267182,63.96725958121125,outperform
98,2004-10-20 01:31:26,1098261086.0,abc,0.331,52.1,42.15552523874489,1103.660034,-2.4285423318781105,44.584067570623006,outperform
99,2005-01-08 07:45:42,1105199142.0,abc,0.332,57.9,57.98090040927695,1183.73999,4.651099764611058,53.32980064466589,outperform
100,2005-03-30 19:52:42,1112237562.0,abc,0.291,55.44,51.268758526602994,1181.410034,4.445114953873054,46.82364357272994,outperform
101,2005-05-26 01:50:44,1117097444.0,abc,0.23,65.93,79.89085948158257,1197.619995,5.878191693800929,74.01266778778164,outperform
102,2005-12-04 08:46:13,1133714773.0,abc,0.223,79.46,116.80763983628921,1264.670044,11.805896617515684,105.00174321877353,outperform
103,2007-02-20 06:12:02,1171980722.0,abc,0.308,54.9,49.79536152796726,1459.680054,29.046179267430887,20.749182260536372,outperform
104,2007-04-05 16:11:07,1175814667.0,abc,0.308,53.94,47.17598908594815,1443.76001,27.638733268330196,19.537255817617957,outperform
105,2008-01-23 20:34:05,1201149245.0,abc,0.396,45.55,24.2837653478854,1338.599976,18.3418325111091,5.941932836776299,outperform
106,2009-02-09 08:47:34,1234198054.0,abc,0.396,38.76,5.757162346521145,869.8900150000001,-23.095487596052227,28.852649942573372,outperform
107,2010-08-21 11:26:32,1282415192.0,abc,0.396,28.92,-21.091405184174615,1094.160034,-3.268410424670857,-17.822994759503757,underperform
108,2011-07-08 00:04:15,1310108655.0,abc,42.86,43.05,17.462482946793994,1343.800049,18.801556236676788,-1.3390732898827942,underperform
109,2012-02-28 18:01:38,1330480898.0,abc,66.41,37.75,3.001364256480222,1372.180054,21.310552096971378,-18.309187840491155,underperform
110,2013-04-25 01:02:00,1366876920.0,abc,59.73,55.82,52.305593451568896,1585.160034,40.13950889756479,12.166084554004108,outperform
111,2004-09-20 13:31:02,1095712262.0,abt,0.543,42.92,17.107776261937254,1122.199951,-0.7894807812122292,17.897257043149484,outperform
112,2004-10-23 22:48:08,1098596888.0,abt,0.543,40.86,11.487039563437929,1103.660034,-2.4285423318781105,13.91558189531604,outperform
113,2005-01-25 12:44:11,1106685851.0,abt,0.508,45.93,25.3206002728513,1168.410034,3.2958217742619262,22.024778498589374,outperform
114,2005-02-28 19:21:54,1109647314.0,abt,0.508,45.61,24.4474761255116,1203.599976,6.406864876685859,18.04061124882574,outperform
115,2006-06-17 18:01:01,1150592461.0,abt,0.436,42.78,16.725784447476133,1230.040039,8.744355959331129,7.981428488145005,outperform
116,2006-07-18 12:32:14,1153251134.0,abt,0.436,44.48,21.364256480218277,1236.859985,9.34728806880161,12.016968411416666,outperform
117,2007-01-13 21:19:42,1168751982.0,abt,0.604,50.45,37.65347885402457,1414.849976,25.082879045366674,12.570599808657896,outperform
118,2007-03-23 02:47:40,1174643260.0,abt,0.883,54.5,48.70395634379264,1436.109985,26.96241622553369,21.74154011825895,outperform
119,2007-04-10 20:13:09,1176261189.0,abt,0.883,57.11,55.82537517053206,1448.390015,28.048058896642917,27.777316273889145,outperform
120,2007-06-03 02:36:35,1180863395.0,abt,0.871,56.3,53.61527967257844,1530.619995,35.317778525378266,18.297501147200173,outperform
121,2008-01-23 23:41:45,1201160505.0,abt,0.784,57.97,58.17189631650751,1338.599976,18.3418325111091,39.83006380539841,outperform
122,2008-04-28 03:46:55,1209379615.0,abt,0.687,51.28,39.91814461118691,1396.369995,23.449116266701814,16.469028344485096,outperform
123,2008-10-23 21:57:42,1224824262.0,abt,0.732,55.02,50.12278308321966,908.1099849999999,-19.716568300210554,69.83935138343021,outperform
124,2008-12-25 05:30:56,1230211856.0,abt,0.546,52.65,43.656207366984994,871.6300050000001,-22.941660008391334,66.59786737537632,outperform
125,2011-08-05 04:11:33,1312542693.0,abt,76.17,48.77,33.06957708049115,1199.380005,6.033789192958417,27.035787887532734,outperform
126,2011-09-02 09:24:27,1314980667.0,abt,68.83,51.94,41.71896316507503,1173.969971,3.7873600568132755,37.931603108261754,outperform
127,2011-11-02 06:21:21,1320240081.0,abt,68.83,52.76,43.956343792633014,1237.900024,9.439234971050038,34.51710882158298,outperform
128,2012-01-01 23:13:40,1325488420.0,abt,67.73,56.23,53.42428376534788,1263.02002,11.660022669100705,41.764261096247175,outperform
129,2012-03-02 20:56:30,1330750590.0,abt,62.85,57.39,56.5893587994543,1369.630005,21.08510948748106,35.50424931197324,outperform
130,2012-03-30 05:44:15,1333111455.0,abt,62.85,60.98,66.38472032742155,1408.469971,24.51884087364476,41.865879453776785,outperform
131,2013-05-08 18:10:02,1368061802.0,abt,76.36,36.06,-1.6098226466575616,1632.689941,44.341493354691806,-45.95131600134937,underperform
132,2013-08-18 07:12:45,1376835165.0,abt,35.38,34.97,-4.583901773533423,1661.319946,46.872591006902,-51.456492780435426,underperform
133,2004-08-16 22:53:27,1092722007.0,ace,0.26,39.1,6.684856753069584,1079.339966,-4.578610661114943,11.263467414184527,outperform
134,2004-10-10 11:27:42,1097432862.0,ace,0.26,41.04,11.97817189631651,1130.650024,-0.042433760741759516,12.02060565705827,outperform
135,2005-01-13 13:27:29,1105651649.0,ace,0.21,42.76,16.671214188267395,1177.449951,4.095015232135061,12.576198956132334,outperform
136,2007-02-20 18:32:05,1172025125.0,ace,0.171,58.6,59.890859481582545,1459.680054,29.046179267430887,30.84468021415166,outperform
137,2007-04-05 15:54:06,1175813646.0,ace,0.171,57.24,56.18008185538882,1443.76001,27.638733268330196,28.541348587058625,outperform
138,2008-01-23 21:48:58,1201153738.0,ace,0.154,59.98,63.656207366984994,1338.599976,18.3418325111091,45.3143748558759,outperform
139,2010-07-18 23:43:13,1279521793.0,ace,0.154,53.7,46.521145975443396,1096.47998,-3.0633105696811493,49.584456545124546,outperform
140,2010-12-07 07:29:30,1291735770.0,ace,23.09,59.06,61.14597544338337,1223.75,8.188271426855131,52.95770401652824,outperform
141,2011-08-11 20:49:00,1313120940.0,ace,27.7,63.42,73.04229195088678,1172.640015,3.6697824137376647,69.37250953714911,outperform
142,2013-04-23 04:24:03,1366716243.0,ace,24.94,89.27,143.5743519781719,1578.780029,39.57547072584288,103.99888125232903,outperform
143,2013-05-16 15:08:57,1368742137.0,ace,27.94,92.58,152.60572987721693,1650.469971,45.9133754479442,106.69235442927274,outperform
144,2003-12-15 23:12:24,1071558744.0,aci,1.074,30.78,-16.01637107776261,1068.040039,-5.577605201976762,-10.438765875785847,underperform
145,2005-01-24 04:33:07,1106569987.0,aci,1.18,34.52,-5.811732605729865,1163.75,2.883841367111468,-8.695573972841332,underperform
146,2005-02-05 03:36:51,1107603411.0,aci,1.18,38.4,4.774897680763983,1193.189941,5.486543167069475,-0.7116454863054917,underperform
147,2005-03-30 06:50:28,1112190628.0,aci,0.936,41.15,12.27830832196453,1181.410034,4.445114953873054,7.833193368091477,outperform
148,2006-05-24 04:17:01,1148469421.0,aci,0.854,46.39,26.57571623465212,1258.569946,11.266604230872657,15.309112003779463,outperform
149,2007-03-11 21:41:07,1173674467.0,aci,0.86,30.08,-17.926330150068214,1401.890015,23.937125600341577,-41.86345575040979,underperform
150,2007-04-07 18:52:27,1175997147.0,aci,0.86,33.93,-7.421555252387446,1439.369995,27.250624476184772,-34.67217972857222,underperform
151,2008-03-02 17:50:27,1204509027.0,aci,0.851,51.09,39.399727148703974,1367.680054,20.912719842490603,18.48700730621337,outperform
152,2008-06-05 02:23:56,1212657836.0,aci,0.899,67.52,84.22919508867666,1404.050049,24.12808808833605,60.10110700034061,outperform
153,2008-10-08 20:51:28,1223524288.0,aci,0.772,25.11,-31.487039563437925,984.9400019999999,-12.924244105786942,-18.562795457650985,underperform
154,2008-12-05 05:35:57,1228484157.0,aci,0.767,11.93,-67.44884038199181,876.070007,-22.549132007155972,-44.89970837483584,underperform
155,2009-08-01 05:52:40,1249131160.0,aci,0.767,17.41,-52.49658935879945,975.150024,-13.789748332244086,-38.70684102655536,underperform
156,2011-08-18 01:16:41,1313655401.0,aci,118.77,19.7,-46.24829467939973,1140.650024,0.8416379158821843,-47.08993259528191,underperform
157,2012-07-26 21:31:10,1343363470.0,aci,113.56,5.26,-85.6480218281037,1360.02002,20.235517932352963,-105.88353976045666,underperform
158,2012-11-04 10:32:06,1352053926.0,aci,144.73,8.26,-77.462482946794,1427.589966,26.209185477313902,-103.6716684241079,underperform
159,2013-04-23 05:25:15,1366719915.0,aci,179.32,4.89,-86.65757162346522,1578.780029,39.57547072584288,-126.23304234930809,underperform
160,2013-04-25 06:05:53,1366895153.0,aci,179.32,4.76,-87.01227830832197,1585.160034,40.13950889756479,-127.15178720588676,underperform
161,2003-11-08 10:24:47,1068315887.0,acn,0.076,25.05,-31.650750341064114,1051.810059,-7.012451764994075,-24.63829857607004,underperform
162,2004-12-10 06:26:24,1102688784.0,acn,0.023,26.2,-28.512960436562075,1188.0,5.027715182924532,-33.540675619486606,underperform
163,2005-02-10 03:10:56,1108033856.0,acn,0.023,25.51,-30.395634379263292,1197.01001,5.824264647634379,-36.21989902689767,underperform
164,2005-04-04 05:07:40,1112616460.0,acn,0.023,24.44,-33.31514324693042,1176.119995,3.97743758905945,-37.29258083598987,underperform
165,2005-09-04 02:06:58,1125824818.0,acn,0.04,25.31,-30.941336971350612,1221.589966,7.997308938860659,-38.93864591021127,underperform
166,2006-06-03 23:44:14,1149403454.0,acn,0.045,27.89,-23.90177353342428,1270.089966,12.285056570486788,-36.18683010391106,underperform
167,2006-08-22 00:50:41,1156233041.0,acn,0.034,28.57,-22.046384720327417,1298.819946,14.82499272928403,-36.871377449611444,underperform
168,2006-08-22 06:44:05,1156254245.0,acn,0.034,28.57,-22.046384720327417,1298.819946,14.82499272928403,-36.871377449611444,underperform
169,2006-08-27 03:22:58,1156674178.0,acn,0.034,28.36,-22.6193724420191,1296.060059,14.580998936545752,-37.20037137856485,underperform
170,2006-11-02 16:40:55,1162510855.0,acn,0.027,32.96,-10.068212824010908,1367.339966,20.88265362565464,-30.950866449665547,underperform
171,2006-11-11 01:01:42,1163235702.0,acn,0.027,33.87,-7.585266030013646,1385.719971,22.507577809325287,-30.092843839338933,underperform
172,2006-12-03 00:17:12,1165133832.0,acn,0.027,33.81,-7.748976807639826,1400.630005,23.825731685015285,-31.574708492655112,underperform
173,2007-03-14 19:10:39,1173924639.0,acn,0.018,35.39,-3.437926330150063,1387.170044,22.635774656158997,-26.07370098630906,underperform
174,2007-05-05 07:47:14,1178376434.0,acn,0.015,39.1,6.684856753069584,1495.920044,32.25005413944439,-25.565197386374802,underperform
175,2007-06-05 04:17:34,1181042254.0,acn,0.015,41.24,12.52387448840383,1530.949951,35.346949000791476,-22.823074512387645,underperform
176,2007-07-06 07:06:36,1183730796.0,acn,0.015,42.81,16.807639836289233,1530.439941,35.30186046121198,-18.494220624922747,underperform
177,2008-04-07 01:42:51,1207557771.0,acn,0.004,36.77,0.32742155525239985,1372.540039,21.342377351222332,-21.014955795969932,underperform
178,2008-10-18 23:21:07,1224397267.0,acn,0.003,31.4,-14.324693042291953,907.840027,-19.740434522378354,5.415741480086401,outperform
179,2008-12-02 16:28:13,1228264093.0,acn,0.003,29.98,-18.199181446111865,848.8099980000001,-24.95911219329735,6.759930747185486,outperform
180,2008-12-21 20:10:46,1229919046.0,acn,0.001,32.21,-12.11459754433833,885.2800289999999,-21.734900048027644,9.620302503689313,outperform
181,2009-08-10 19:40:05,1249958405.0,acn,0.001,35.85,-2.182810368349242,1007.099976,-10.96514356897464,8.782333200625397,outperform
182,2011-09-01 16:51:37,1314921097.0,acn,0.11,53.62,46.30286493860846,1204.420044,6.479364765856421,39.823500172752034,outperform
183,2011-11-08 00:40:19,1320741619.0,acn,0.1,58.0,58.25375170532061,1275.920044,12.80047725371762,45.453274451602994,outperform
184,2012-02-29 00:47:01,1330505221.0,acn,0.15,59.76,63.055934515688946,1365.680054,20.735905507165814,42.320029008523136,outperform
185,2012-11-04 02:11:28,1352023888.0,acn,0.0,67.91,85.29331514324693,1427.589966,26.209185477313902,59.08412966593303,outperform
186,2013-04-23 04:45:22,1366717522.0,acn,0.0,74.94,104.47476125511596,1578.780029,39.57547072584288,64.89929052927309,outperform
187,2013-05-10 03:17:29,1368181049.0,acn,0.0,80.09,118.52660300136428,1633.699951,44.4307854781025,74.09581752326179,outperform
188,2013-05-12 08:27:29,1368372449.0,act,177.28,119.86,227.03956343792635,1626.670044,43.80929131130245,183.2302721266239,outperform
189,2004-01-25 05:32:05,1075037525.0,adbe,0.0,38.04,3.792633015006823,1143.939941,1.132490159696551,2.660142855310272,outperform
190,2004-08-21 23:10:00,1093155000.0,adbe,0.0,46.09,25.757162346521163,1095.170044,-3.179118301260165,28.936280647781327,outperform
191,2004-11-12 17:19:37,1100308777.0,adbe,0.0,58.1,58.526603001364265,1184.170044,4.689119620692935,53.83748338067133,outperform
192,2005-02-07 16:20:07,1107822007.0,adbe,0.0,63.67,73.72442019099591,1201.719971,6.24065895944472,67.4837612315512,outperform
193,2005-04-05 04:12:22,1112699542.0,adbe,0.0,66.58,81.66439290586631,1181.390015,4.443345130783616,77.2210477750827,outperform
194,2005-08-31 10:51:30,1125510690.0,adbe,0.0,27.12,-26.00272851296043,1220.329956,7.885915023534369,-33.8886435364948,underperform
195,2006-02-21 13:18:21,1140556701.0,adbe,0.0,37.8,3.1377899045020428,1283.030029,13.429050889689734,-10.29126098518769,underperform
196,2006-04-07 10:36:37,1144431397.0,adbe,0.0,36.1,-1.5006821282401015,1295.5,14.531485706631928,-16.03216783487203,underperform
197,2006-06-23 19:31:40,1151116300.0,adbe,0.0,30.5,-16.780354706684854,1244.5,10.022720155849814,-26.803074862534668,underperform
198,2006-11-28 09:44:25,1164735865.0,adbe,0.0,40.22,9.740791268758528,1386.719971,22.595984976987683,-12.855193708229155,underperform
199,2007-01-27 16:50:33,1169945433.0,adbe,0.0,39.26,7.121418826739426,1440.130005,27.317814807679863,-20.196395980940437,underperform
200,2007-03-09 02:36:54,1173436614.0,adbe,0.0,39.08,6.6302864938608455,1402.839966,24.02110807766964,-17.390821583808794,underperform
201,2007-03-15 06:30:18,1173965418.0,adbe,0.0,39.3,7.230559345156886,1392.280029,23.087533956806322,-15.856974611649436,underperform
202,2007-03-28 17:43:54,1175129034.0,adbe,0.0,42.14,14.979536152796733,1417.22998,25.29328845803185,-10.313752305235116,underperform
